GDG,question_id,included_article_id,included_postfulltext,included_reference,same_study_diff_article,notes,author_1_extract,year_pub_extract,author_year_format,included_article_doi,included_article_pmid,oa_id,ss_id,title_if_unavailable,title,pmid_sent,doi_sent
1.0,1.12,315,60.0,"Crisosto N, Codner E, Maliqueo M, Echiburú B, Sánchez F, Cassorla F, Sir-Petermann T. Anti-Müllerian hormone levels in peripubertal daughters of women with polycystic ovary syndrome. J Clin Endocrinol Metab. 2007 Jul;92(7):2739-43. doi: 10.1210/jc.2007-0267. Epub 2007 May 8. PMID: 17488788.",samestudy_313,,Crisosto N,2007,"Crisosto N et al., 2007",10.1210/jc.2007-0267,17488788.0,,,,Anti-Müllerian Hormone Levels in Peripubertal Daughters of Women with Polycystic Ovary Syndrome,pmid:17488788,
1.0,1.12,316,60.0,"Maliqueo M, Galgani JE, Pérez-Bravo F, Echiburú B, de Guevara AL, Crisosto N, Sir-Petermann T. Relationship of serum adipocyte-derived proteins with insulin sensitivity and reproductive features in pre-pubertal and pubertal daughters of polycystic ovary syndrome women. Eur J Obstet Gynecol Reprod Biol. 2012 Mar;161(1):56-61. doi: 10.1016/j.ejogrb.2011.12.012. Epub 2012 Jan 23. PMID: 22277163.",samestudy_313,,Maliqueo M,2012,"Maliqueo M et al., 2012",10.1016/j.ejogrb.2011.12.012,22277163.0,,,,Relationship of serum adipocyte-derived proteins with insulin sensitivity and reproductive features in pre-pubertal and pubertal daughters of polycystic ovary syndrome women,pmid:22277163,
1.0,1.12,317,60.0,"Sir-Petermann T, Angel B, Maliqueo M, Carvajal F, Santos JL, Pérez-Bravo F. Prevalence of Type II diabetes mellitus and insulin resistance in parents of women with polycystic ovary syndrome. Diabetologia. 2002 Jul;45(7):959-64. doi: 10.1007/s00125-002-0836-3. Epub 2002 Apr 26. PMID: 12136394.",samestudy_313,,Sir-Petermann T,2002,"Sir-Petermann T et al., 2002",10.1007/s00125-002-0836-3,12136394.0,,,,Prevalence of Type II diabetes mellitus and insulin resistance in parents of women with polycystic ovary syndrome,pmid:12136394,
1.0,1.12,318,60.0,"Sir-Petermann, T.; Angel, B.; Maliqueo, M.; Perez-Bravo, F. Glucose tolerance, insulin secretion and insulin resistance in parents of women with polycystic ovary sindrome. Diabetologia 2001;44:A86-A86.",samestudy_313,,Sir-Petermann,2001,"Sir-Petermann et al., 2001",10.1007/bf03180172,,,,,"Abstracts of the 37th Annual Meeting of the EASD Glasgow, United Kingdom, 9–13 September 2001",,10.1007/bf03180172
1.0,1.12,319,60.0,"Sir-Petermann T, Codner E, Maliqueo M, Echiburú B, Hitschfeld C, Crisosto N, Pérez-Bravo F, Recabarren SE, Cassorla F. Increased anti-Müllerian hormone serum concentrations in prepubertal daughters of women with polycystic ovary syndrome. J Clin Endocrinol Metab. 2006 Aug;91(8):3105-9. doi: 10.1210/jc.2005-2693. Epub 2006 May 23. PMID: 16720659.",samestudy_313,,Sir-Petermann T,2006,"Sir-Petermann T et al., 2006",10.1210/jc.2005-2693,16720659.0,,,,Increased Anti-Müllerian Hormone Serum Concentrations in Prepubertal Daughters of Women with Polycystic Ovary Syndrome,pmid:16720659,
1.0,1.12,320,60.0,"Sir-Petermann T, Codner E, Pérez V, Echiburú B, Maliqueo M, Ladrón de Guevara A, Preisler J, Crisosto N, Sánchez F, Cassorla F, Bhasin S. Metabolic and reproductive features before and during puberty in daughters of women with polycystic ovary syndrome. J Clin Endocrinol Metab. 2009 Jun;94(6):1923-30. doi: 10.1210/jc.2008-2836. Epub 2009 Feb 17. PMID: 19223518; PMCID: PMC2730345.",samestudy_313,,Sir-Petermann T,2009,"Sir-Petermann T et al., 2009",10.1210/jc.2008-2836,19223518.0,,,,Metabolic and Reproductive Features before and during Puberty in Daughters of Women with Polycystic Ovary Syndrome,pmid:19223518,
1.0,1.12,321,60.0,"Echiburú B, Pérez-Bravo F, Maliqueo M, Ladrón de Guevara A, Gálvez C, Crisosto N, Sir-Petermann T. CAG repeat polymorphism of androgen receptor gene and X-chromosome inactivation in daughters of women with polycystic ovary syndrome (PCOS): relationship with endocrine and metabolic parameters. Gynecol Endocrinol. 2012 Jul;28(7):516-20. doi: 10.3109/09513590.2011.650744. Epub 2012 Feb 17. PMID: 22724574.",samestudy_313,,Echiburú B,2012,"Echiburú B et al., 2012",10.3109/09513590.2011.650744,22724574.0,,,,CAG repeat polymorphism of androgen receptor gene and X-chromosome inactivation in daughters of women with polycystic ovary syndrome (PCOS): relationship with endocrine and metabolic parameters,pmid:22724574,
1.0,1.12,322,60.0,"Sir-Petermann T, Maliqueo M, Codner E, Echiburú B, Crisosto N, Pérez V, Pérez-Bravo F, Cassorla F. Early metabolic derangements in daughters of women with polycystic ovary syndrome. J Clin Endocrinol Metab. 2007 Dec;92(12):4637-42. doi: 10.1210/jc.2007-1036. Epub 2007 Sep 11. PMID: 17848407.",samestudy_313,,Sir-Petermann T,2007,"Sir-Petermann T et al., 2007",10.1210/jc.2007-1036,17848407.0,,,,Early Metabolic Derangements in Daughters of Women with Polycystic Ovary Syndrome,pmid:17848407,
1.0,1.12,323,60.0,"Torchen LC, Fogel NR, Brickman WJ, Paparodis R, Dunaif A. Persistent apparent pancreatic β-cell defects in premenarchal PCOS relatives. J Clin Endocrinol Metab. 2014 Oct;99(10):3855-62. doi: 10.1210/jc.2014-1474. Epub 2014 Jul 16. PMID: 25029420; PMCID: PMC4184072. (primary citation)",primary_citation,,Torchen LC,2014,"Torchen LC et al., 2014",10.1210/jc.2014-1474,25029420.0,,,,Persistent Apparent Pancreatic β-Cell Defects in Premenarchal PCOS Relatives,pmid:25029420,
1.0,1.12,324,60.0,"TORCHEN, L., FOGEL, N. R., BRICKMAN, W., PAPARODIS, R. & DUNAIF, A. 2013. Persistent defects in pancreatic beta-cell function in early pubertal female relatives of women with polycystic ovary syndrome in a three year longitudinal study. Endocrine Reviews, 34.",samestudy_323,,TORCHEN,2013,"TORCHEN et al., 2013",,,,,Persistent defects in pancreatic beta-cell function in early pubertal female relatives of women with polycystic ovary syndrome in a three year longitudinal study,,,
1.0,1.12,325,60.0,"TORCHEN, L. C., FOGEL, N. R., BRICKMAN, W. J., MAURAS, N. & DUNAIF, A. 2012. Beta-cell dysfunction and hyperandrogenemia in PCOS early pubertal female relatives. Endocrine Reviews, 33.",samestudy_323,,TORCHEN,2012,"TORCHEN et al., 2012",,,,,Beta-cell dysfunction and hyperandrogenemia in PCOS early pubertal female relatives,,,
1.0,1.12,326,60.0,"Torchen LC, Idkowiak J, Fogel NR, O'Neil DM, Shackleton CH, Arlt W, Dunaif A. Evidence for Increased 5α-Reductase Activity During Early Childhood in Daughters of Women With Polycystic Ovary Syndrome. J Clin Endocrinol Metab. 2016 May;101(5):2069-75. doi: 10.1210/jc.2015-3926. Epub 2016 Mar 18. PMID: 26990942; PMCID: PMC4870855.",primary_citation,,Torchen LC,2016,"Torchen LC et al., 2016",10.1210/jc.2015-3926,26990942.0,,,,Evidence for Increased 5α-Reductase Activity During Early Childhood in Daughters of Women With Polycystic Ovary Syndrome,pmid:26990942,
1.0,1.12,327,60.0,"Unlühizarci K, Ozocak M, Tanriverdi F, Atmaca H, Keleştimur F. Investigation of hypothalamo-pituitary-gonadal axis and glucose intolerance among the first-degree female relatives of women with polycystic ovary syndrome. Fertil Steril. 2007 Jun;87(6):1377-82. doi: 10.1016/j.fertnstert.2006.11.075. Epub 2007 Mar 6. PMID: 17336975.",primary_citation,,Unlühizarci K,2007,"Unlühizarci K et al., 2007",10.1016/j.fertnstert.2006.11.075,17336975.0,,,,Investigation of hypothalamo-pituitary-gonadal axis and glucose intolerance among the first-degree female relatives of women with polycystic ovary syndrome,pmid:17336975,
1.0,1.12,328,60.0,"Vipin VP, Dabadghao P, Shukla M, Kapoor A, Raghuvanshi AS, Ramesh V. Cardiovascular disease risk in first-degree relatives of women with polycystic ovary syndrome. Fertil Steril. 2016 May;105(5):1338-1344.e3. doi: 10.1016/j.fertnstert.2016.01.024. Epub 2016 Feb 4. PMID: 26852421.",primary_citation,,Vipin VP,2016,"Vipin VP et al., 2016",10.1016/j.fertnstert.2016.01.024,26852421.0,,,,Cardiovascular disease risk in first-degree relatives of women with polycystic ovary syndrome,pmid:26852421,
1.0,1.12,329,60.0,"Wang Y, Guo L, Jiang J, Wang F, Hardiman PJ, Qu F. Development of 1-2 years Offspring Born to Mothers with Polycystic Ovary Syndrome. J Coll Physicians Surg Pak. 2021 Oct;31(10):1186-1190. doi: 10.29271/jcpsp.2021.10.1186. PMID: 34601839.",primary_citation,,Wang Y,2021,"Wang Y et al., 2021",10.29271/jcpsp.2021.10.1186,34601839.0,,,,Development of 1-2 years Offspring Born to Mothers with Polycystic Ovary Syndrome,pmid:34601839,
1.0,1.12,330,60.0,"Yildiz BO, Yarali H, Oguz H, Bayraktar M. Glucose intolerance, insulin resistance, and hyperandrogenemia in first degree relatives of women with polycystic ovary syndrome. J Clin Endocrinol Metab. 2003 May;88(5):2031-6. doi: 10.1210/jc.2002-021499. PMID: 12727950.",primary_citation,,Yildiz BO,2003,"Yildiz BO et al., 2003",10.1210/jc.2002-021499,12727950.0,,,,"Glucose Intolerance, Insulin Resistance, and Hyperandrogenemia in First Degree Relatives of Women with Polycystic Ovary Syndrome",pmid:12727950,
1.0,1.12,331,60.0,"Yilmaz M, Bukan N, Ersoy R, Karakoç A, Yetkin I, Ayvaz G, Cakir N, Arslan M. Glucose intolerance, insulin resistance and cardiovascular risk factors in first degree relatives of women with polycystic ovary syndrome. Hum Reprod. 2005 Sep;20(9):2414-20. doi: 10.1093/humrep/dei070. Epub 2005 May 12. PMID: 15890734. (primary citation)",primary_citation,,Yilmaz M,2005,"Yilmaz M et al., 2005",10.1093/humrep/dei070,15890734.0,,,,"Glucose intolerance, insulin resistance and cardiovascular risk factors in first degree relatives of women with polycystic ovary syndrome",pmid:15890734,
1.0,1.12,332,60.0,"Yilmaz M, Ergün MA, Karakoç A, Yurtçu E, Yetkin I, Ayvaz G, Cakir N, Arslan M. Pro12Ala polymorphism of the peroxisome proliferator-activated receptor-gamma gene in first-degree relatives of subjects with polycystic ovary syndrome. Gynecol Endocrinol. 2005 Oct;21(4):206-10. doi: 10.1080/09513590500231593. PMID: 16316841.",samestudy_331,,Yilmaz M,2005,"Yilmaz M et al., 2005",10.1080/09513590500231593,16316841.0,,,,Pro12Ala polymorphism of the<i>peroxisome proliferator-activated receptor-γ</i>gene in first-degree relatives of subjects with polycystic ovary syndrome,pmid:16316841,
1.0,1.12,333,60.0,"Zhang F, Ying L, Zhang Q, Wang F, Qu F. Association between maternal polycystic ovary syndrome and early childhood growth: a continuous observation from 3 months to 6 years of age. J Assist Reprod Genet. 2022 Feb;39(2):461-471. doi: 10.1007/s10815-021-02378-9. Epub 2022 Jan 20. Erratum in: J Assist Reprod Genet. 2022 Jan 31;: PMID: 35048272; PMCID: PMC8956758.",primary_citation,,Zhang F,2022,"Zhang F et al., 2022",10.1007/s10815-021-02378-9,35048272.0,,,,Association between maternal polycystic ovary syndrome and early childhood growth: a continuous observation from 3 months to 6 years of age,pmid:35048272,
2.0,2.1.1 / 2.1.2,334,36.0,"Bazarganipour, F.; Taghavi, S. A.; Asemi, Z.; Allan, H.; Khashavi, Z.; Safarzadeh, T.; Pourchangiz, S.; Zare, F.; Ghasemi, S.; Karimi, Z.; Azizi Kutenaee, M. The impact of irritable bowel syndrome on health-related quality of life in women with polycystic ovary syndrome. Health & Quality of Life Outcomes Jul 13 2020;18(1):226 2020 Jul 13",primary_citation,,Bazarganipour,2020,"Bazarganipour et al., 2020",10.1186/s12955-020-01428-7,,,,,The impact of irritable bowel syndrome on health-related quality of life in women with polycystic ovary syndrome,pmid:32660493,10.1186/s12955-020-01428-7
2.0,2.1.1 / 2.1.2,335,36.0,"Boivin, M. J.; Fatehi, F.; Phillips-Chan, A. E.; Richardson, J. R.; Summers, A. N.; Foley, S. A. Exploratory study of a screening measure for polycystic ovarian syndrome, quality of life assessment, and neuropsychological evaluation BMC Women's Health 06 23 2020;20(1):132 2 020 06 23",primary_citation,,Boivin,2020,"Boivin et al., 2020",10.1186/s12905-020-00994-8,,,,,"Exploratory study of a screening measure for polycystic ovarian syndrome, quality of life assessment, and neuropsychological evaluation",pmid:32576264,10.1186/s12905-020-00994-8
2.0,2.1.1 / 2.1.2,336,36.0,"Borghi, L.; Leone, D.; Vegni, E.; Galiano, V.; Lepadatu, C.; Sulpizio, P.; Garzia, E. Psychological distress, anger and quality of life in polycystic ovary syndrome: associations with biochemical, phenotypical and socio- demographic factors. Journal of Psychosomatic Obstetrics & Gynecology 06 2018;39(2):128-137 2018 06",primary_citation,,Borghi,2018,"Borghi et al., 2018",10.1080/0167482x.2017.1311319,,,,,"Psychological distress, anger and quality of life in polycystic ovary syndrome: associations with biochemical, phenotypical andsocio-demographic factors",pmid:28385114,10.1080/0167482x.2017.1311319
2.0,2.1.1 / 2.1.2,337,36.0,"Coban OG, Tulaci OD, Adanir AS, Onder A. Psychiatric disorders, self-esteem, and quality of life in adolescents with polycystic ovary syndrome. J. Pediatr. Adolesc. Gynecol. 2019; 32: 600–4.",primary_citation,,Coban OG,2019,"Coban OG et al., 2019",10.1016/j.jpag.2019.07.008,,,,,"Psychiatric Disorders, Self-Esteem, and Quality of Life in Adolescents with Polycystic Ovary Syndrome",pmid:31362114,10.1016/j.jpag.2019.07.008
2.0,2.1.1 / 2.1.2,338,36.0,"Donbaloglu, Z.; Tuhan, H.; Coban, O. G.; Kizilay, D. O.; Ismailoglu, E.; Onder, A.; Acar, S.; Bedel, A.; Cetiner, E. B.; Singin, B.; Erdem, H.; Parlak, M. Hyperandrogenism correlates with psychological symptoms in adolescents with polycystic ovary syndrome. Clinical Pediatric Endocrinology 05 Apr 2022;31(2)():68-76 2022 05 Apr",primary_citation,,Donbaloglu,2022,"Donbaloglu et al., 2022",10.1297/cpe.2022-0010,,,,,Hyperandrogenism correlates with psychological symptoms in adolescents with polycystic ovary syndrome,pmid:35431449,10.1297/cpe.2022-0010
2.0,2.1.1 / 2.1.2,339,36.0,"Jose, S. A.; Ravi, R.; Murthy, M. K. Quality of life in women with polycystic ovarian syndrome: Requisite of clinical pharmacist intervention. Asian Journal of Pharmaceutical and Clinical Research. Conference: 3rd International Conference on Academic and Industrial Innovations: Transitions in Pharmaceutical, Medical and Biosciences, INNOPHARM 2018;11(11): 2018",primary_citation,,Jose,2018,"Jose et al., 2018",10.22159/ajpcr.2019.v12i11.34426,,,,,QUALITY OF LIFE IN WOMEN WITH POLYCYSTIC OVARIAN SYNDROME: REQUISITE OF CLINICAL PHARMACIST INTERVENTION,,10.22159/ajpcr.2019.v12i11.34426
2.0,2.1.1 / 2.1.2,340,36.0,"Kahal, H.; Kilpatrick, E.; Rigby, A.; Coady, A.; Atkin, S. The effects of treatment with liraglutide on quality of life and depression in young obese women with PCOS and controls. Gynecological Endocrinology Feb 2019;35(2):142-145 2019 Feb",primary_citation,,Kahal,2019,"Kahal et al., 2019",10.1080/09513590.2018.1505848,,,,,The effects of treatment with liraglutide on quality of life and depression in young obese women with PCOS and controls,pmid:30599799,10.1080/09513590.2018.1505848
2.0,2.1.1 / 2.1.2,341,36.0,"Kaluzna, M.; Nomejko, A.; Slowinska, A.; Wachowiak-Ochmanska, K.; Pikosz, K.; Ziemnicka, K.; Ruchala, M. Lower sexual satisfaction in women with polycystic ovary syndrome and metabolic syndrome. Endocrine connections September 2021;10(9)():1035-1044 2021 September",primary_citation,,Kaluzna,2021,"Kaluzna et al., 2021",10.1530/ec-21-0257,,,,,Lower sexual satisfaction in women with polycystic ovary syndrome and metabolic syndrome,pmid:34319905,10.1530/ec-21-0257
2.0,2.1.1 / 2.1.2,342,36.0,"Karjula, S.; Morin-Papunen, L.; Franks, S.; Auvinen, J.; Jarvelin, M. R.; Tapanainen, J. S.; Jokelainen, J.; Miettunen, J.; Piltonen, T. T. Population-based Data at Ages 31 and 46 Show Decreased HRQoL and Life Satisfaction in Women with PCOS Symptoms. Journal of Clinical Endocrinology & Metabolism 06 01 2020;105(6):01 2020 06 01",primary_citation,,Karjula,2020,"Karjula et al., 2020",10.1210/clinem/dgz256,,,,,Population-based Data at Ages 31 and 46 Show Decreased HRQoL and Life Satisfaction in Women with PCOS Symptoms,pmid:31970392,10.1210/clinem/dgz256
2.0,2.1.1 / 2.1.2,343,36.0,"Kutlu, O. Evaluation of quality of life of patients with hirsutism among Turkish women: A single-center cross- sectional study. Journal of Cosmetic Dermatology Nov 2020;19(11):3053-3057",primary_citation,,Kutlu,2020,"Kutlu et al., 2020",10.1111/jocd.13563,,,,,Evaluation of quality of life of patients with hirsutism among Turkish women: A single‐center cross‐sectional study,pmid:32564506,10.1111/jocd.13563
2.0,2.1.1 / 2.1.2,344,36.0,"Lidaka, L.; Lazdane, G.; Kivite-Urtane, A.; Gailite, L.; Dzivite-Krisane, I.; Stokenberga, I. Health-related quality of life and binge eating among adolescent girls with PCOS. Clinical and Experimental Obstetrics and Gynecology 2019;46(5)():831-832",primary_citation,,Lidaka,2019,"Lidaka et al., 2019",10.31083/j.ceog4903057,,,,,Health-related quality of life and binge eating among adolescent girls with PCOS,,10.31083/j.ceog4903057
2.0,2.1.1 / 2.1.2,345,36.0,"Ozcan Dag, Z.; Alpua, M.; Isik, Y.; Buturak, S. V.; Tulmac, O. B.; Turkel, Y. The evaluation of temperament and quality of life in patients with polycystic ovary syndrome Gynecological Endocrinology Mar 2017;33(3):250-253 2017 Mar",primary_citation,,Ozcan Dag,2017,"Ozcan Dag et al., 2017",10.1080/09513590.2016.1254610,,,,,The evaluation of temperament and quality of life in patients with polycystic ovary syndrome,pmid:27908217,10.1080/09513590.2016.1254610
2.0,2.1.1 / 2.1.2,346,36.0,"Panico A, Messina G, Lupoli GA, et al. Quality of life in overweight (obese) and normal-weight women with polycystic ovary syndrome. Patient Prefer Adherence. 2017;11:423–429",primary_citation,,Panico A,2017,"Panico A et al., 2017",10.2147/ppa.s119180,,,,,Quality of life in overweight (obese) and normal-weight women with polycystic ovary syndrome,pmid:28280314,10.2147/ppa.s119180
2.0,2.1.1 / 2.1.2,347,36.0,"Rzonca, E.; Bien, A.; Wdowiak, A.; Szymanski, R.; Iwanowicz-Palus, G. Determinants of Quality of Life and Satisfaction with Life in Women with Polycystic Ovary Syndrome. International Journal of Environmental Research & Public Health [Electronic Resource] 02 22 2018;15(2):22",primary_citation,,Rzonca,2018,"Rzonca et al., 2018",10.3390/ijerph15020376,,,,,Determinants of Quality of Life and Satisfaction with Life in Women with Polycystic Ovary Syndrome,pmid:29470449,10.3390/ijerph15020376
2.0,2.1.1 / 2.1.2,348,36.0,"Sanchez-Ferrer, M. L.; Adoamnei, E.; Prieto-Sanchez, M. T.; Mendiola, J.; Corbalan-Biyang, S.; Monino-Garcia, M.; Palomar-Rodriguez, J. A.; Torres-Cantero, A. M. Health-related quality of life in women with polycystic ovary syndrome attending to a tertiary hospital in Southeastern Spain: a case-control study. Health & Quality of Life Outcomes Jul 16 2020;18(1):232.",primary_citation,,Sanchez-Ferrer,2020,"Sanchez-Ferrer et al., 2020",10.1186/s12955-020-01484-z,,,,,Health-related quality of life in women with polycystic ovary syndrome attending to a tertiary hospital in Southeastern Spain: a case-control study,pmid:32677953,10.1186/s12955-020-01484-z
